DATE,TIME,AGE,SEX,RACE,GEOCODE_OVERRIDE,DISTRICT_NUM,DISTRICT_NAME,NEIGHBORHOOD_NAME,COMMUNITY_NAME,LINK,MURDER,PUB_CAUSE,LAT,LNG,IS_MURDER,IS_FATAL,HOUR,HOUR_HH,MINUTES_MM,ID
2015-06-17,23:50,19,M,B,"(41.962164267897606, -87.66098029911518)",19,Town Hall,Sheridan Park,Uptown,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20150617-story.html?track=rss,Yes,Shot,41.962164267897606, -87.66098029911518,1,1,23:50:00,23,50,1275
2015-06-18,15:10,30,M,B,"(41.751058995723724, -87.60771632194519)",6,Gresham,Chatham,Chatham,http://www.chicagotribune.com/news/local/breaking/ct-chicago-violence-20150618-story.html#page=1,Yes,Shot,41.751058995723724, -87.60771632194519,1,1,15:10:00,15,10,1276
2015-06-01,13:10,22,M,B,"(42.020865082740784, -87.67063423991203)",24,Rogers Park,Rogers Park,Rogers Park,http://www.chicagotribune.com/news/local/breaking/ct-man-dies-18-days-after-posting-young-pappy-comment-on-facebook-20150619-story.html,Yes,Shot,42.020865082740784, -87.67063423991203,1,1,13:10:00,13,10,1277
2015-06-20,12:02,21,M,B,"(41.74257278442383, -87.56087493896484)",4,South Chicago,South Chicago,South Chicago,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20150620-story.html,Yes,Shot,41.74257278442383, -87.56087493896484,1,1,12:02:00,12,2,1278
2015-02-10,22:10,16,M,W,"(41.9099644571543,-87.7312682569027)",25,Grand Central,Hermosa,Humboldt Park,http://www.chicagotribune.com/news/local/breaking/chi-hermosa-homicide-20150210-story.html?track=rss,Yes,Shot,41.9099644571543,-87.7312682569027,1,1,22:10:00,22,10,1279
2015-06-17,22:02,15,M,B,"(41.85408020019531, -87.72941589355469)",10,Ogden,Lawndale,North Lawndale,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20150617-story.html?track=rss,Yes,Shot,41.85408020019531, -87.72941589355469,1,1,22:02:00,22,2,1280
2015-06-21,23:15,23,M,B,"(41.78364944458008, -87.66276550292969)",7,Englewood,Englewood,West Englewood,http://www.chicagotribune.com/news/local/breaking/ct-man-23-stabbed-to-death-in-englewood-20150622-story.html,,,41.78364944458008, -87.66276550292969,0,1,23:15:00,23,15,1281
2015-06-23,23:35,34,F,B,"(41.758122593164444, -87.63477645814419)",7,Englewood,Englewood,Greater Grand Crossing,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shooting-violence-20150623-story.html#page=1,Yes,Shot,41.758122593164444, -87.63477645814419,1,1,23:35:00,23,35,1282
2015-06-16,17:40,15,M,B,"(41.86186218261719, -87.71615600585938)",10,Ogden,Lawndale,North Lawndale,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shooting-violence-20150616-story.html?track=rss,Yes,Shot,41.86186218261719, -87.71615600585938,1,1,17:40:00,17,40,1283
2015-06-25,16:45,21,M,B,"(41.99005588889122, -87.67051622271538)",20,Foster,Edgewater,Edgewater,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20150625-story.html,Yes,Shot,41.99005588889122, -87.67051622271538,1,1,16:45:00,16,45,1284
2015-06-20,23:20,18,M,B,"(41.90263666212559, -87.73316256701946)",25,Grand Central,West Humboldt Park,Humboldt Park,http://www.chicagotribune.com/news/local/breaking/ct-man-shot-to-death-in-west-humboldt-park-i-couldnt-just-keep-going-20150621-story.html,Yes,Shot,41.90263666212559, -87.73316256701946,1,1,23:20:00,23,20,1285
2015-06-23,20:20,52,M,B,"(41.831116899847984, -87.62029655277729)",2,Wentworth,The Gap,Douglas,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shooting-violence-20150623-story.html#page=1,Yes,Shot,41.831116899847984, -87.62029655277729,1,1,20:20:00,20,20,1286
2015-05-18,00:30,28,M,B,"(41.754188537597656, -87.55104064941406)",4,South Chicago,South Shore,South Shore,http://www.chicagotribune.com/news/local/breaking/ct-chicago-violence-20150517-story.html?track=rss,Yes,Shot,41.754188537597656, -87.55104064941406,1,1,00:30:00,0,30,1287
2015-06-01,14:30,23,M,B,"(41.89460372924805, -87.72079467773438)",11,Harrison,East Garfield Park,Humboldt Park,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shooting-violence-20150601-story.html,Yes,Shot,41.89460372924805, -87.72079467773438,1,1,14:30:00,14,30,1288
2015-06-08,19:00,35,M,B,"(41.726089641451836, -87.65068396925926)",22,Morgan Park,Brainerd,Washington Heights,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20150608-story.html?track=rss,Yes,Shot,41.726089641451836, -87.65068396925926,1,1,19:00:00,19,0,1289
2015-05-13,20:05,19,M,B,"(41.69953536987305, -87.62936401367188)",5,Calumet,Roseland,Roseland,http://www.chicagotribune.com/news/local/breaking/ct-2-wounded-by-shooter-in-red-truck-on-south-side-20150513-story.html?track=rss,Yes,Shot,41.69953536987305, -87.62936401367188,1,1,20:05:00,20,5,1290
2015-06-27,3:40,32,M,W,"(41.81142807006836, -87.66834259033203)",9,Deering,Back of the Yards,New City,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shooting-violence-20150626-story.html,Yes,Shot,41.81142807006836, -87.66834259033203,1,1,03:40:00,3,40,1291
2015-06-27,2:25,21,M,,"(41.801326751708984, -87.68939971923828)",9,Deering,Gage Park,Gage Park,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shooting-violence-20150626-story.html,Yes,Shot,41.801326751708984, -87.68939971923828,1,1,02:25:00,2,25,1292
2015-06-29,3:03,26,M,W,"(41.916358947753906, -87.69257354736328)",14,Shakespeare,Logan Square,Logan Square,http://www.chicagotribune.com/news/local/breaking/ct-man-25-killed-in-logan-square-stabbing-20150629-story.html,Yes,Stabbing,41.916358947753906, -87.69257354736328,1,1,03:03:00,3,3,1293
2013-11-02,22:50,27,M,B,"(41.875198,-87.709747)",11,Harrison,Fifth City,East Garfield Park,"http://www.chicagotribune.com/news/local/breaking/chi-man-overnight-crime-violence-20131103,0,1594699.story",Yes,Shot,41.875198,-87.709747,1,1,22:50:00,22,50,1294
2015-06-30,2:30,49,F,B,"(41.872420236468315, -87.73312568664551)",11,Harrison,Lawndale,West Garfield Park,http://www.chicagotribune.com/news/local/breaking/ct-woman-49-killed-in-lawndale-20150630-story.html,Yes,Strangulation,41.872420236468315, -87.73312568664551,1,1,02:30:00,2,30,1295
2015-06-29,15:30,20,F,W(H),"(41.96316406130791, -87.68319837749004)",19,Town Hall,Ravenswood,Lincoln Square,http://www.chicagotribune.com/news/local/breaking/ct-2-wounded-in-domestic-related-stabbing-in-ravenswood-neighborhood-20150629-story.html,Yes,Stabbing,41.96316406130791, -87.68319837749004,1,1,15:30:00,15,30,1296
2015-07-02,11:10,22,M,B,"(41.65565013885498, -87.59499661624432)",5,Calumet,Altgeld Gardens,Riverdale,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-20150702-story.html?cv,Yes,Shot,41.65565013885498, -87.59499661624432,1,1,11:10:00,11,10,1297
2015-07-03,00:05,26,M,W,"(41.8051643371582, -87.66400909423828)",9,Deering,Back of the Yards,New City,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-20150702-story.html?cv,Yes,Shot,41.8051643371582, -87.66400909423828,1,1,00:05:00,0,5,1298
2015-07-03,16:45,17,M,B,"(41.81578941643238, -87.61825136840343)",2,Wentworth,Bronzeville,Grand Boulevard,http://www.chicagotribune.com/news/local/breaking/ct-chicago-gun-violence-20150703-story.html#page=1,Yes,Shot,41.81578941643238, -87.61825136840343,1,1,16:45:00,16,45,1299
2015-06-21,10:00,27,M,B,"(41.88235580921173, -87.76662446558475)",15,Austin,South Austin,Austin,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shooting-violence-20150621-story.html,Yes,Shot,41.88235580921173, -87.76662446558475,1,1,10:00:00,10,0,1300
2015-06-27,19:00,21,M,B,"(41.7619743347168, -87.59053802490234)",3,Grand Crossing,Grand Crossing,South Shore,http://www.chicagotribune.com/news/local/breaking/ct-chicago-violence-20150627-story.html,Yes,Shot,41.7619743347168, -87.59053802490234,1,1,19:00:00,19,0,1301
2015-07-05,16:00,48,M,B,"(41.72682189941406, -87.58704376220703)",4,South Chicago,Calumet Heights,Calumet Heights,http://www.chicagotribune.com/news/local/breaking/ct-chicago-violence-20150705-story.html,Yes,Shot,41.72682189941406, -87.58704376220703,1,1,16:00:00,16,0,1302
2015-07-09,22:05,17,M,B,"(41.77486762404442, -87.58887447416782)",3,Grand Crossing,Woodlawn,Woodlawn,http://www.chicagotribune.com/news/local/breaking/ct-chicago-violence-20150709-story.html,Yes,Shot,41.77486762404442, -87.58887447416782,1,1,22:05:00,22,5,1303
2015-07-11,2:15,23,M,B,"(41.77076183259487, -87.62678481638432)",7,Englewood,Englewood,Greater Grand Crossing,http://www.chicagotribune.com/news/local/breaking/ct-2-dead-10-wounded-in-separate-shootings-20150711-story.html#page=1,Yes,Shot,41.77076183259487, -87.62678481638432,1,1,02:15:00,2,15,1304
2014-09-21,2:40,34,M,B,"(41.754253,-87.634742)",6,Gresham,Winneconna Parkway,Greater Grand Crossing,http://www.chicagotribune.com/news/local/breaking/chi-autopsy-man-shot-sunday-died-the-next-day-20140925-story.html,Yes,Shot,41.754253,-87.634742,1,1,02:40:00,2,40,1305
2015-07-11,13:40,22,M,B,"(41.75542026758194, -87.56264984607697)",4,South Chicago,South Shore,South Shore,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20150711-story.html,Yes,Shot,41.75542026758194, -87.56264984607697,1,1,13:40:00,13,40,1306
2015-07-08,13:15,36,M,B,"(41.749053955078125, -87.61542510986328)",6,Gresham,Chatham,Chatham,http://www.chicagotribune.com/news/local/breaking/ct-chicago-violence-20150708-story.html,Yes,Shot,41.749053955078125, -87.61542510986328,1,1,13:15:00,13,15,1307
2015-07-05,5:00,27,M,B,"(41.8681755065918, -87.69874572753906)",11,Harrison,Lawndale,North Lawndale,http://www.chicagotribune.com/news/local/breaking/ct-woman-charged-with-fatally-running-down-boyfriend-on-west-side-20150710-story.html,Yes,Vehicle,41.8681755065918, -87.69874572753906,1,1,05:00:00,5,0,1308
2015-04-17,22:50,36,M,B,"(41.90099582076073, -87.72386468946934)",11,Harrison,Humboldt Park,Humboldt Park,http://www.chicagotribune.com/news/local/breaking/chi-chicago-shooting-violence-20150417-story.html?track=rss#page=1,Yes,Shot,41.90099582076073, -87.72386468946934,1,1,22:50:00,22,50,1309
2015-07-17,17:23,29,M,W,"(41.96542717516422, -87.73851558566093)",17,Albany Park,Mayfair,Irving Park,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shooting-violence-20150717-story.html#page=1,Yes,Shot,41.96542717516422, -87.73851558566093,1,1,17:23:00,17,23,1310
2015-07-17,17:23,29,M,W,"(41.96542717516422, -87.73851558566093)",17,Albany Park,Mayfair,Irving Park,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shooting-violence-20150717-story.html#page=1,Yes,Stabbing,41.96542717516422, -87.73851558566093,1,1,17:23:00,17,23,1311
2015-07-17,13:40,22,M,B,"(41.99972525238991, -87.68102511763573)",24,Rogers Park,West Rogers Park,West Ridge,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shooting-violence-20150717-story.html#page=1,Yes,Shot,41.99972525238991, -87.68102511763573,1,1,13:40:00,13,40,1312
2014-10-16,23:00,28,F,,"(41.930946350097656, -87.73941040039062)",25,Grand Central,Belmont Gardens,Hermosa,http://www.chicagotribune.com/news/local/breaking/ct-man-charged-with-strangling-sister-20150718-story.html,Yes,Fire,41.930946350097656, -87.73941040039062,1,1,23:00:00,23,0,1313
2014-10-16,23:00,22,F,,"(41.930946350097656, -87.73941040039062)",25,Grand Central,Belmont Gardens,Hermosa,http://www.chicagotribune.com/news/local/breaking/ct-man-charged-with-strangling-sister-20150718-story.html,Yes,Fire,41.930946350097656, -87.73941040039062,1,1,23:00:00,23,0,1314
2015-07-18,1:00,25,M,B,"(41.8672127276659, -87.71412827074528)",11,Harrison,Homan Square,North Lawndale,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shooting-violence-20150717-story.html#page=1,Yes,Shot,41.8672127276659, -87.71412827074528,1,1,01:00:00,1,0,1315
2015-07-18,21:55,25,M,B,"(41.89018249511719, -87.7224349975586)",11,Harrison,East Garfield Park,Humboldt Park,http://www.chicagotribune.com/news/local/breaking/ct-chicago-violence-shootings-20150718-story.html,Yes,Shot,41.89018249511719, -87.7224349975586,1,1,21:55:00,21,55,1316
2014-07-18,21:35,11,F,B,"(41.875946,-87.723236)",11,Harrison,East Garfield Park,West Garfield Park,"http://www.chicagotribune.com/news/local/breaking/chi-chicago-shootings-violence-girl-killed-on-west-side-20140718,0,7102175.story",Yes,Shot,41.875946,-87.723236,1,1,21:35:00,21,35,1317
2015-05-23,23:45,27,M,W,"(41.96720886230469, -87.70686340332031)",17,Albany Park,Albany Park,Albany Park,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20150523-story.html#page=1,Yes,Shot,41.96720886230469, -87.70686340332031,1,1,23:45:00,23,45,1318
2015-07-07,9:40,21,M,B,"(41.75190734863281, -87.57015228271484)",4,South Chicago,South Shore,South Shore,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shooting-violence-20150707-story.html,Yes,Shot,41.75190734863281, -87.57015228271484,1,1,09:40:00,9,40,1319
2015-07-10,23:10,25,M,B,"(41.75825469195843, -87.60776996612549)",6,Gresham,Chatham,Greater Grand Crossing,http://www.chicagotribune.com/news/local/breaking/ct-2-dead-10-wounded-in-separate-shootings-20150711-story.html#page=1,Yes,Shot,41.75825469195843, -87.60776996612549,1,1,23:10:00,23,10,1320
2015-07-11,3:15,26,M,B,"(41.878047943115234, -87.75535583496094)",15,Austin,South Austin,Austin,http://www.chicagotribune.com/news/local/breaking/ct-2-dead-10-wounded-in-separate-shootings-20150711-story.html#page=1,Yes,Shot,41.878047943115234, -87.75535583496094,1,1,03:15:00,3,15,1321
2015-07-21,21:39,26,M,B,"(41.78723193705082, -87.6255563646555)",2,Wentworth,Englewood,Washington Park,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shooting-violence-20150721-story.html,Yes,Shot,41.78723193705082, -87.6255563646555,1,1,21:39:00,21,39,1322
2015-07-11,14:00,1,M,B,"(41.78033262491226, -87.60050050914288)",3,Grand Crossing,Woodlawn,Woodlawn,http://www.chicagotribune.com/news/local/breaking/ct-capo-dillan-harris-marvin-carr-20150713-story.html,Yes,,41.78033262491226, -87.60050050914288,1,1,14:00:00,14,0,1323
2015-07-25,22:15,21,M,B,"(41.76235109567642, -87.59721949696541)",3,Grand Crossing,Grand Crossing,Greater Grand Crossing,http://www.chicagotribune.com/news/local/breaking/ct-chicago-violence-20150725-story.html#page=1,Yes,Shot,41.76235109567642, -87.59721949696541,1,1,22:15:00,22,15,1324
2015-07-26,2:35,32,M,B,"(41.89308166503906, -87.72199249267578)",11,Harrison,East Garfield Park,Humboldt Park,http://www.chicagotribune.com/news/local/breaking/ct-chicago-violence-20150725-story.html#page=1,Yes,Shot,41.89308166503906, -87.72199249267578,1,1,02:35:00,2,35,1325
2015-07-13,4:30,21,M,W,"(41.84798812866211, -87.70671081542969)",10,Ogden,Little Village,South Lawndale,http://www.chicagotribune.com/news/local/breaking/ct-chicago-gun-violence-20150712-story.html,Yes,Shot,41.84798812866211, -87.70671081542969,1,1,04:30:00,4,30,1326
2015-07-25,00:50,32,M,B,"(41.88839340209961, -87.75)",15,Austin,South Austin,Austin,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shooting-violence-20150724-story.html,Yes,Shot,41.88839340209961, -87.75,1,1,00:50:00,0,50,1327
2015-07-27,19:20,21,M,B,"(41.751983642578125, -87.70284271240234)",8,Chicago Lawn,Ashburn,Ashburn,http://www.chicagotribune.com/news/local/breaking/ct-southwest-side-stabbing-death-20150727-story.html,Yes,Stabbing,41.751983642578125, -87.70284271240234,1,1,19:20:00,19,20,1328
2015-07-04,20:25,28,F,B,"(41.7431526184082, -87.60222625732422)",6,Gresham,East Chatham,Chatham,http://www.chicagotribune.com/news/local/breaking/ct-decomposed-bodies-found-chicago-20150719-story.html,Yes,Strangulation,41.7431526184082, -87.60222625732422,1,1,20:25:00,20,25,1329
2015-07-28,14:20,40,M,B,"(41.876583099365234, -87.66895294189453)",12,Near West,Near West Side,Near West Side,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shooting-violence-20150728-story.html,Yes,Shot,41.876583099365234, -87.66895294189453,1,1,14:20:00,14,20,1330
2015-07-04,23:55,7,M,B,"(41.901283264160156, -87.72469329833984)",11,Harrison,Humboldt Park,Humboldt Park,http://www.chicagotribune.com/news/local/breaking/ct-chicago-violence-20150704-story.html#page=1,Yes,Shot,41.901283264160156, -87.72469329833984,1,1,23:55:00,23,55,1331
2014-08-31,5:35,23,M,B,"(41.844482,-87.72747)",10,Ogden,Little Village,South Lawndale,http://www.chicagotribune.com/news/local/breaking/chi-little-village-beating-20140831-story.html,Yes,Assault,41.844482,-87.72747,1,1,05:35:00,5,35,1332
2015-05-24,16:00,28,M,W(H),"(41.90308380126953, -87.7094497680664)",14,Shakespeare,Humboldt Park,Humboldt Park,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shooting-violence-20150524-story.html?track=rss,Yes,Shot,41.90308380126953, -87.7094497680664,1,1,16:00:00,16,0,1333
2015-08-02,3:15,21,M,B,"(41.828026324510574, -87.60264560580254)",2,Wentworth,Oakland,Oakland,http://www.chicagotribune.com/news/local/breaking/ct-chicago-violence-shootings-20150801-story.html#page=1,Yes,Shot,41.828026324510574, -87.60264560580254,1,1,03:15:00,3,15,1334
2015-07-31,4:50,23,M,W(H),"(41.814720153808594, -87.67033386230469)",9,Deering,Back of the Yards,New City,http://www.chicagotribune.com/news/local/breaking/ct-police-south-side-shootings-wound-3-20150730-story.html#page=1,Yes,Shot,41.814720153808594, -87.67033386230469,1,1,04:50:00,4,50,1335
2015-08-01,2:45,21,M,B,"(41.86351664364338, -87.65241399407387)",12,Near West,University Village / Little Italy,Near West Side,http://www.chicagotribune.com/news/local/breaking/ct-man-dies-days-after-being-shot-in-university-village-20150803-story.html,Yes,Shot,41.86351664364338, -87.65241399407387,1,1,02:45:00,2,45,1336
2013-10-16,15:25,22,M,B,"(41.7026252746582, -87.62492370605469)",5,Calumet,Fernwood,Roseland,"http://www.chicagotribune.com/news/local/breaking/chi-fire-officials-2-dead-in-fernwood-shootout-20131016,0,7061258.story",Yes,Shot,41.7026252746582, -87.62492370605469,1,1,15:25:00,15,25,1337
2013-10-16,15:25,29,M,B,"(41.7026252746582, -87.62492370605469)",5,Calumet,Fernwood,Roseland,"http://www.chicagotribune.com/news/local/breaking/chi-fire-officials-2-dead-in-fernwood-shootout-20131016,0,7061258.story",Yes,Shot,41.7026252746582, -87.62492370605469,1,1,15:25:00,15,25,1338
2015-08-05,23:20,27,M,B,"(41.901687, -87.765983)",15,Austin,South Austin,Austin,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20150805-story.html,Yes,Shot,41.901687, -87.765983,1,1,23:20:00,23,20,1339
2015-06-14,18:20,31,M,B,"(41.898231506347656, -87.75979614257812)",15,Austin,South Austin,Austin,http://www.chicagotribune.com/news/local/breaking/ct-man-seriously-wounded-in-shooting-on-west-side-20150614-story.html?track=rss,Yes,Shot,41.898231506347656, -87.75979614257812,1,1,18:20:00,18,20,1340
2015-08-07,23:10,17,M,B,"(41.77754592895508, -87.66329193115234)",7,Englewood,Englewood,West Englewood,http://www.chicagotribune.com/news/local/breaking/ct-shootings-violence-chicago-20150808-story.html?cv#page=1,Yes,Shot,41.77754592895508, -87.66329193115234,1,1,23:10:00,23,10,1341
2015-08-06,1:20,51,M,,"(41.696791872382164, -87.65566349029541)",22,Morgan Park,Morgan Park,Morgan Park,http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20150805-story.html,Yes,Shot,41.696791872382164, -87.65566349029541,1,1,01:20:00,1,20,1342
